Tanggal,Harga Rata-rata/kg ,Temperatur minimum (°C),Temperatur maksimum(°C),Temperatur rata-rata(°C),Kelembapan rata-rata(%),Curah hujan(mm),Lamanya penyinaran matahari(jam),Luas Tanam (Ha),Luas Panen (Ha),Produksi (Ton)
02-12-2024,4.571,23.8,32.4,29.3,78,0,7.2,"69.086,09",44.881,760.682
02-13-2024,4.571,24.2,32.6,29.9,77,0,8.2,"69.086,09",44.881,760.682
02-14-2024,4.571,25,32.8,29.5,83,0,8.5,"69.086,09",44.881,760.682
02-15-2024,4.571,25.5,32.8,30.3,79,4.5,5.4,"69.086,09",44.881,760.682
02-16-2024,4.571,25,33.6,30.9,75,0,7.4,"69.086,09",44.881,760.682
02-17-2024,4.571,25,32.2,30.4,78,0,9.1,"69.086,09",44.881,760.682
02-18-2024,4.571,25,33.4,30.6,75,0,9.2,"69.086,09",44.881,760.682
02-19-2024,4.571,25,33.6,28.6,86,0,9.1,"69.086,09",44.881,760.682
02-20-2024,4.571,24.8,33.2,29.8,82,9.5,5.3,"69.086,09",44.881,760.682
02-21-2024,4.571,25.4,33.2,30.4,81,1.5,6.1,"69.086,09",44.881,760.682
02-22-2024,4.571,25.2,33.8,30.9,70,0,8.9,"69.086,09",44.881,760.682
02-23-2024,4.571,24.6,32.6,29.5,79,0,10.1,"69.086,09",44.881,760.682
02-24-2024,4.571,25.2,33,28.1,85,0,5.3,"69.086,09",44.881,760.682
02-25-2024,4.571,24.8,31.8,27.3,88,7,6.1,"69.086,09",44.881,760.682
02-26-2024,4.571,23.4,32.4,29.2,81,13.9,4.8,"69.086,09",44.881,760.682
02-27-2024,4.571,24,33.5,29.2,82,0,4.6,"69.086,09",44.881,760.682
02-28-2024,4.571,24.1,32.4,28.2,85,0,2.7,"69.086,09",44.881,760.682
02-29-2024,4.571,23.4,33.2,28.8,85,6.4,5.6,"69.086,09",44.881,760.682
03-01-2024,4.571,24.2,31.6,28.7,84,3.2,4.3,"69.086,09",44.881,760.682
03-02-2024,4.571,24.4,32.4,28.3,86,0.8,3.6,"69.086,09",44.881,760.682
03-03-2024,4.571,24,31.6,28.5,86,6.5,3.4,"69.086,09",44.881,760.682
03-04-2024,4.571,24.5,32.3,29.6,80,1,5.5,"69.086,09",44.881,760.682
03-05-2024,4.571,24.5,32.5,29,83,0.2,7.6,"69.086,09",44.881,760.682
03-06-2024,4.571,24.6,33.1,28.5,87,5.5,6.8,"69.086,09",44.881,760.682
03-07-2024,4.571,24.8,32,29.6,84,7.5,3.3,"69.086,09",44.881,760.682
03-08-2024,4.571,25.4,32.2,29.1,84,8888,3.3,"69.086,09",44.881,760.682
03-09-2024,4.571,24.4,28.2,25.2,95,48,4.9,"69.086,09",44.881,760.682
03-10-2024,4.571,23.3,30,27.5,87,17.2,0,"69.086,09",44.881,760.682
03-11-2024,4.571,24.4,31.9,28.5,86,0,0.2,"69.086,09",44.881,760.682
03-12-2024,4.571,25,34,30.7,75,8888,2.1,"69.086,09",44.881,760.682
03-13-2024,4.571,24.6,32.2,29.5,83,0,5.9,"69.086,09",44.881,760.682
03-14-2024,4.571,24.8,32,28,88,0,2.8,"69.086,09",44.881,760.682
03-15-2024,4.571,24,32.4,29.1,81,29.2,2.1,"69.086,09",44.881,760.682
03-16-2024,4.571,24.5,32,29.3,75,3.1,7,"69.086,09",44.881,760.682
03-17-2024,4.571,24.6,31.8,28.3,82,0.4,9.3,"69.086,09",44.881,760.682
03-18-2024,4.571,24.4,32,29.5,74,0,6.6,"69.086,09",44.881,760.682
03-19-2024,4.571,24,32.6,29.6,77,0,8.6,"69.086,09",44.881,760.682
03-20-2024,4.571,23.2,32.8,29.8,75,0,10,"69.086,09",44.881,760.682
03-21-2024,4.571,24,32,29.3,81,0,10,"69.086,09",44.881,760.682
03-22-2024,4.571,24.6,32,29.6,80,0,4.6,"69.086,09",44.881,760.682
03-23-2024,4.571,25.2,32.8,30,78,0,8.5,"69.086,09",44.881,760.682
03-24-2024,4.571,24.8,33,29.9,78,0,9.3,"69.086,09",44.881,760.682
03-25-2024,4.571,24.8,31.8,28.5,83,5.8,8,"69.086,09",44.881,760.682
03-26-2024,4.714,25,32.7,28.7,85,0,2,"69.086,09",44.881,760.682
03-27-2024,4.714,22.4,31.6,28.1,82,6.3,4.8,"69.086,09",44.881,760.682
03-28-2024,4.714,22.8,31.4,27.2,88,0,4.3,"69.086,09",44.881,760.682
03-29-2024,4.714,24.2,32.6,29.7,82,5.6,3.5,"69.086,09",44.881,760.682
03-30-2024,4.714,25.2,32.8,30.3,81,0.4,8.2,"69.086,09",44.881,760.682
03-31-2024,4.714,25.2,31,28.8,84,0.8,9.2,"69.086,09",44.881,760.682
04-01-2024,4.714,25.3,29.6,27.6,90,2.2,4.9,"69.086,09",44.881,760.682
04-02-2024,4.714,25.2,32.2,28.7,88,5.5,1.6,"69.086,09",44.881,760.682
04-03-2024,4.714,25.2,33,29.9,83,3.8,6.2,"69.086,09",44.881,760.682
04-04-2024,4.714,25.2,32.4,30.1,82,0,8.3,"69.086,09",44.881,760.682
04-05-2024,4.714,25.2,32.4,29.5,82,0,8.9,"69.086,09",44.881,760.682
04-06-2024,4.714,24.6,33.4,30.2,72,0,7.5,"69.086,09",44.881,760.682
04-07-2024,4.714,23.8,33.2,29.9,76,0,9.1,"69.086,09",44.881,760.682
04-08-2024,4.714,23.4,32.8,29.2,82,3.8,7.6,"69.086,09",44.881,760.682
04-09-2024,4.714,24.6,30.6,27.9,87,8888,6.8,"69.086,09",44.881,760.682
04-10-2024,4.714,25,-,28.4,85,8888,1.2,"69.086,09",44.881,760.682
04-11-2024,4.714,24.9,32,28.8,84,2.3,3.9,"69.086,09",44.881,760.682
04-12-2024,4.714,24.8,32.4,29.1,84,0,5.1,"69.086,09",44.881,760.682
04-13-2024,4.714,24.8,32.4,29.4,83,0,1.6,"69.086,09",44.881,760.682
04-14-2024,4.714,25.5,32.8,29.2,84,1,8.1,"69.086,09",44.881,760.682
04-15-2024,4.714,24.8,33.2,29.9,79,0.8,6,"69.086,09",44.881,760.682
04-16-2024,4.714,25.4,34,30.8,78,0.7,7.8,"69.086,09",44.881,760.682
04-17-2024,4.714,25.4,32.8,29.8,79,1,9,"69.086,09",44.881,760.682
04-18-2024,4.714,25.8,32,28,85,0,4.2,"69.086,09",44.881,760.682
04-19-2024,4.714,24.6,32.4,28.9,82,4.9,3.8,"69.086,09",44.881,760.682
04-20-2024,4.714,24.6,32.4,28.8,85,6.3,7.4,"69.086,09",44.881,760.682
04-21-2024,4.714,24.7,32.2,28.6,87,22,6.2,"69.086,09",44.881,760.682
04-22-2024,4.714,24.3,33.4,29.5,82,17.8,5.4,"69.086,09",44.881,760.682
04-23-2024,4.714,25.4,31.2,27.4,90,1,6.1,"69.086,09",44.881,760.682
04-24-2024,4.714,24,32.8,28.9,86,15.8,2.7,"69.086,09",44.881,760.682
04-25-2024,4.714,24.8,31.2,28.1,88,0,4.8,"69.086,09",44.881,760.682
04-26-2024,4.714,24.7,33,29.9,82,0.2,1.6,"69.086,09",44.881,760.682
04-27-2024,4.714,25,34,29.9,80,10,6.3,"69.086,09",44.881,760.682
04-28-2024,4.714,25,32.7,30,82,8888,8.2,"69.086,09",44.881,760.682
04-29-2024,4.714,24.8,33.6,30.5,76,0.5,8.8,"69.086,09",44.881,760.682
04-30-2024,4.714,25,32.6,29.8,78,0,8.8,"69.086,09",44.881,760.682
05-01-2024,4.714,24.6,32.6,29.6,80,0,4.3,"69.086,09",44.881,760.682
05-02-2024,4.714,24.2,32.5,29.7,79,0,6.8,"69.086,09",44.881,760.682
05-03-2024,4.714,23.4,33.4,29.8,76,0,6.7,"69.086,09",44.881,760.682
05-04-2024,4.714,23.4,32.4,29.1,73,0,6.8,"69.086,09",44.881,760.682
05-05-2024,4.714,22.2,31.3,27.9,78,0,9.7,"69.086,09",44.881,760.682
05-06-2024,4.714,22.4,32,28.9,73,0,5.2,"69.086,09",44.881,760.682
05-07-2024,4.714,21.6,31.6,28.6,81,0,8,"69.086,09",44.881,760.682
05-08-2024,4.714,22.8,32.8,29.8,77,0,9.5,"69.086,09",44.881,760.682
05-09-2024,4.714,23.8,32.8,29.2,83,8888,8.6,"69.086,09",44.881,760.682
05-10-2024,4.714,24.2,33,29.1,82,8888,6.2,"69.086,09",44.881,760.682
05-11-2024,4.714,24.2,33.2,29.6,80,0,6.1,"69.086,09",44.881,760.682
05-12-2024,4.714,24.2,32.8,29.7,80,0,7.1,"69.086,09",44.881,760.682
05-13-2024,4.714,24.1,33.2,29.6,78,0,7.1,"69.086,09",44.881,760.682
05-14-2024,4.714,23.6,32.3,29,79,0,8.2,"69.086,09",44.881,760.682
05-15-2024,4.714,23.8,29.8,27.6,86,0,8.7,"69.086,09",44.881,760.682
05-16-2024,4.714,22.4,32.6,29.3,75,0,0,"69.086,09",44.881,760.682
05-17-2024,4.714,23,32.6,29.4,78,0,9.2,"69.086,09",44.881,760.682
05-18-2024,4.714,23.2,33.7,29.8,76,0,8.4,"69.086,09",44.881,760.682
05-19-2024,4.714,22.2,33.2,29.3,72,0,8.5,"69.086,09",44.881,760.682
05-20-2024,4.714,23,32.6,28.9,78,0,7.1,"69.086,09",44.881,760.682
05-21-2024,4.714,23.1,32.7,29.1,78,0,8.2,"69.086,09",44.881,760.682
05-22-2024,4.714,23.4,31.4,28.5,80,0,8,"69.086,09",44.881,760.682
05-23-2024,4.714,23.8,31.6,28.6,81,-,8.2,"69.086,09",44.881,760.682
05-24-2024,4.714,24.6,31.2,27.5,88,8888,7.1,"69.086,09",44.881,760.682
05-25-2024,4.714,24.8,29.9,27.8,88,2.3,1.2,"69.086,09",44.881,760.682
05-26-2024,4.714,24.1,31.8,28.5,81,0,0.1,"69.086,09",44.881,760.682
05-27-2024,4.714,23.2,32.8,28.6,82,0,5.2,"69.086,09",44.881,760.682
05-28-2024,4.714,24.2,32.4,28.9,82,0,5.6,"69.086,09",44.881,760.682
05-29-2024,4.714,23.8,32.2,28.9,82,0,7.1,"69.086,09",44.881,760.682
05-30-2024,4.714,24.6,31.2,28.6,82,0,6.9,"69.086,09",44.881,760.682
05-31-2024,4.714,23.6,32,28.7,82,0,6.3,"69.086,09",44.881,760.682
06-01-2024,4.714,24.4,32.4,29.2,82,0,6.9,"69.086,09",44.881,760.682
06-02-2024,4.714,25.4,33.2,29.7,79,0,5.8,"69.086,09",44.881,760.682
06-03-2024,4.714,24.2,33.4,29.7,76,0,2.4,"69.086,09",44.881,760.682
06-04-2024,4.714,23.8,33.1,29.4,75,0,7.1,"69.086,09",44.881,760.682
06-05-2024,4.714,23.2,32.4,29,76,0,6.6,"69.086,09",44.881,760.682
06-06-2024,4.643,22.8,33.2,29.4,75,0,8.1,"69.086,09",44.881,760.682
06-07-2024,4.643,23.5,32.6,29.3,77,0,8.1,"69.086,09",44.881,760.682
06-08-2024,4.643,22.8,33.2,29.3,77,0,7.3,"69.086,09",44.881,760.682
06-09-2024,4.643,23.6,33,29.2,78,0,6.6,"69.086,09",44.881,760.682
06-10-2024,4.643,23.6,33.2,29.6,77,0,5.2,"69.086,09",44.881,760.682
06-11-2024,4.643,24.1,33.2,30.1,78,0,6.5,"69.086,09",44.881,760.682
06-12-2024,4.643,25,32.2,28.8,83,0,9,"69.086,09",44.881,760.682
06-13-2024,4.643,23.4,33,28.7,77,8888,4.3,"69.086,09",44.881,760.682
06-14-2024,4.643,24.2,33.4,29.7,78,0,5.1,"69.086,09",44.881,760.682
06-15-2024,4.643,24.4,31.8,29.1,81,0,5.4,"69.086,09",44.881,760.682
06-16-2024,4.643,23.6,31.8,28.6,77,0,6.6,"69.086,09",44.881,760.682
06-17-2024,4.643,23.4,33.6,29.8,72,0,7.8,"69.086,09",44.881,760.682
06-18-2024,4.643,24.8,33.4,29.8,76,0,8.5,"69.086,09",44.881,760.682
06-19-2024,4.643,22.1,32,28.5,74,0,7.1,"69.086,09",44.881,760.682
06-20-2024,4.643,21.6,32.8,28.7,74,0,7.1,"69.086,09",44.881,760.682
06-21-2024,4.643,22.6,32,28.7,73,0,9.1,"69.086,09",44.881,760.682
06-22-2024,4.643,21.2,31.4,28.1,76,0,9.1,"69.086,09",44.881,760.682
06-23-2024,4.643,21.4,31.2,28,79,0,8.6,"69.086,09",44.881,760.682
06-24-2024,4.643,25,30.3,28.5,78,0.1,2.6,"69.086,09",44.881,760.682
06-25-2024,4.643,23.2,31.4,28.5,78,0,0.7,"69.086,09",44.881,760.682
06-26-2024,4.643,24.1,33.8,29.6,76,0.4,5.5,"69.086,09",44.881,760.682
06-27-2024,4.643,24.7,-,29.6,79,0,8.2,"69.086,09",44.881,760.682
06-28-2024,4.643,25.4,32.2,29.3,81,0,7.7,"69.086,09",44.881,760.682
06-29-2024,4.643,25.4,32,29.2,79,0.5,3.6,"69.086,09",44.881,760.682
06-30-2024,4.643,24.2,33.2,29.5,74,0,6.5,"69.086,09",44.881,760.682
07-01-2024,4.643,22.8,32.4,29.3,74,0,7.4,"69.086,09",44.881,760.682
07-02-2024,4.643,23,31.3,28.5,80,0,8.3,"69.086,09",44.881,760.682
07-03-2024,4.643,24.2,33.4,29.5,75,0,2,"69.086,09",44.881,760.682
07-04-2024,4.786,24.6,32.6,26,92,8.3,4.2,"69.086,09",44.881,760.682
07-05-2024,4.786,23.3,32.2,28.5,79,5.5,0,"69.086,09",44.881,760.682
07-06-2024,4.786,23.2,32.2,28.7,77,0,4.7,"69.086,09",44.881,760.682
07-07-2024,4.786,23.4,32.4,28.6,79,-,5.2,"69.086,09",44.881,760.682
07-08-2024,4.786,-,28,-,-,-,-,"69.086,09",44.881,760.682
07-09-2024,4.786,20.6,32,25.5,83,0,5.1,"69.086,09",44.881,760.682
07-10-2024,4.786,20.8,32.2,25.9,85,0,8,"69.086,09",44.881,760.682
07-11-2024,4.786,22.4,32.4,25.9,81,0,7.1,"69.086,09",44.881,760.682
07-12-2024,4.786,20.7,31.8,25.1,82,0,8,"69.086,09",44.881,760.682
07-13-2024,4.786,21,31.6,24.7,82,0,6.7,"69.086,09",44.881,760.682
07-14-2024,4.786,20.8,31.6,25.1,81,0,8,"69.086,09",44.881,760.682
07-15-2024,4.786,19.8,31.2,24.5,80,0,8,"69.086,09",44.881,760.682
07-16-2024,4.786,20,30.6,24.7,83,0,8,"69.086,09",44.881,760.682
07-17-2024,4.786,20.2,31.5,25.5,85,0,7.6,"69.086,09",44.881,760.682
07-18-2024,4.786,21.4,31.4,25.6,85,0,7,"69.086,09",44.881,760.682
07-19-2024,4.786,20.6,33,25.5,81,0,7.7,"69.086,09",44.881,760.682
07-20-2024,4.786,20.5,31.4,24.8,81,0,8,"69.086,09",44.881,760.682
07-21-2024,4.786,20.2,32,24.8,79,0,8,"69.086,09",44.881,760.682
07-22-2024,4.786,20.8,31.2,25,82,0,8,"69.086,09",44.881,760.682
07-23-2024,4.786,21.8,30.8,25.2,87,0,6.4,"69.086,09",44.881,760.682
07-24-2024,4.786,22.3,30.2,25.5,85,0,6.1,"69.086,09",44.881,760.682
07-25-2024,4.786,22.3,31.7,25.7,82,0,7.8,"69.086,09",44.881,760.682
07-26-2024,4.786,21.6,32,25.6,83,0,7.4,"69.086,09",44.881,760.682
07-27-2024,4.786,22.4,32.2,26,83,0,8,"69.086,09",44.881,760.682
07-28-2024,4.786,22.7,31,25.7,81,0,7.6,"69.086,09",44.881,760.682
07-29-2024,4.786,22.5,31,25.9,85,0,7.5,"69.086,09",44.881,760.682
07-30-2024,4.786,22.7,31.8,26,84,0,3.1,"69.086,09",44.881,760.682
07-31-2024,4.786,22.5,31.2,25.7,88,0,7.2,"69.086,09",44.881,760.682
08-01-2024,4.786,23.2,31,26.7,86,0,6.5,"69.086,09",44.881,760.682
08-02-2024,4.786,24.6,31.3,26.8,86,0,4.1,"69.086,09",44.881,760.682
08-03-2024,4.786,23.7,31.8,26.4,87,0,6.4,"69.086,09",44.881,760.682
08-04-2024,4.786,23.3,32.3,26.7,81,0,5.5,"69.086,09",44.881,760.682
08-05-2024,4.786,21,32.3,26,80,0,8,"69.086,09",44.881,760.682
08-06-2024,4.786,21,32,25.5,81,0,8,"69.086,09",44.881,760.682
08-07-2024,4.786,21.7,30,24.9,86,0,8,"69.086,09",44.881,760.682
08-08-2024,4.786,22.1,32,26.3,83,0,4.1,"69.086,09",44.881,760.682
08-09-2024,4.786,23.3,32.2,26.9,80,0,2.8,"69.086,09",44.881,760.682
08-10-2024,4.786,23.4,32.4,26.8,81,0,8,"69.086,09",44.881,760.682
08-11-2024,4.786,21.8,32.2,25.5,79,0,8,"69.086,09",44.881,760.682
08-12-2024,4.786,18.5,31.7,23.8,75,0,8,"69.086,09",44.881,760.682
08-13-2024,4.786,18.8,32.3,24.6,78,0,8,"69.086,09",44.881,760.682
08-14-2024,4.786,18.9,32.8,25.4,81,0,8,"69.086,09",44.881,760.682
08-15-2024,4.786,20.4,31.4,24.6,79,0,8,"69.086,09",44.881,760.682
08-16-2024,4.786,20.3,30.6,24.2,84,0,8,"69.086,09",44.881,760.682
08-17-2024,4.786,20,31.4,25.1,79,0,8,"69.086,09",44.881,760.682
08-18-2024,4.786,20.8,31.5,24.8,83,0,8,"69.086,09",44.881,760.682
08-19-2024,4.786,21.2,31,25.1,83,0,8,"69.086,09",44.881,760.682
08-20-2024,4.786,20.6,32.4,24.9,84,0,8,"69.086,09",44.881,760.682
08-21-2024,4.786,22.4,32.4,26.3,81,0,8,"69.086,09",44.881,760.682
08-22-2024,4.786,21.3,31,25,87,0,8,"69.086,09",44.881,760.682
08-23-2024,4.786,22.3,31.2,25.2,85,0,7.8,"69.086,09",44.881,760.682
08-24-2024,4.786,22.8,32.1,26.4,82,0,7,"69.086,09",44.881,760.682
08-25-2024,4.786,22.4,31.7,25.7,85,0,8,"69.086,09",44.881,760.682
08-26-2024,4.786,22.2,32.4,26.3,83,0,7.4,"69.086,09",44.881,760.682
08-27-2024,4.786,22.3,30.3,25.6,84,0,7.4,"69.086,09",44.881,760.682
08-28-2024,4.786,22.5,30.8,25.5,87,0,7.5,"69.086,09",44.881,760.682
08-29-2024,4.786,23.9,31.7,26.2,85,0,7.1,"69.086,09",44.881,760.682
08-30-2024,4.786,22.2,31.5,25.6,86,0,7.8,"69.086,09",44.881,760.682
08-31-2024,4.786,22.3,30.8,25.9,83,0,8,"69.086,09",44.881,760.682
09-01-2024,4.786,23.6,29.8,26.1,84,0,6.1,"69.086,09",44.881,760.682
09-02-2024,4.786,22,32,26.1,82,0,2.8,"69.086,09",44.881,760.682
09-03-2024,4.786,22.4,32,26.3,82,0,8,"69.086,09",44.881,760.682
09-04-2024,4.786,23.7,31.2,26.5,86,0,8,"69.086,09",44.881,760.682
09-05-2024,4.786,24.5,33,27.9,81,0,6.4,"69.086,09",44.881,760.682
09-06-2024,4.786,23.4,34.7,27.9,79,0,6.3,"69.086,09",44.881,760.682
09-07-2024,4.786,22.9,33.8,27.5,78,0,8,"69.086,09",44.881,760.682
09-08-2024,4.786,23.1,31.6,27.7,82,0,8,"69.086,09",44.881,760.682
09-09-2024,4.786,24,32.4,27,86,5.3,5.8,"69.086,09",44.881,760.682
09-10-2024,4.786,24,30.7,26.6,88,0.5,6.1,"69.086,09",44.881,760.682
09-11-2024,4.786,23.6,32.1,26.6,87,6,3,"69.086,09",44.881,760.682
09-12-2024,4.786,23,32.8,27.1,82,0,3.8,"69.086,09",44.881,760.682
09-13-2024,4.786,22,33,26.9,79,0,8,"69.086,09",44.881,760.682
09-14-2024,4.786,22.9,31.8,26.5,83,0,8,"69.086,09",44.881,760.682
09-15-2024,4.786,22.8,31.4,26.3,83,0,8,"69.086,09",44.881,760.682
09-16-2024,4.786,22.5,31.2,26.2,81,0,8,"69.086,09",44.881,760.682
09-17-2024,4.786,21.2,31.7,25.8,81,0,8,"69.086,09",44.881,760.682
09-18-2024,4.786,21.3,31.5,25.8,84,0,8,"69.086,09",44.881,760.682
09-19-2024,4.786,21.6,31.8,25.8,79,0,8,"69.086,09",44.881,760.682
09-20-2024,4.786,21,33.4,26.5,78,0,8,"69.086,09",44.881,760.682
09-21-2024,4.786,23,32.4,26.8,79,0,8,"69.086,09",44.881,760.682
09-22-2024,4.786,23.9,33.4,27.4,83,0,6.3,"69.086,09",44.881,760.682
09-23-2024,4.786,24.3,34,28.1,83,0,8,"69.086,09",44.881,760.682
09-24-2024,4.786,25,32.8,27.7,86,0.3,7.3,"69.086,09",44.881,760.682
09-25-2024,4.786,23.5,33.6,27.8,80,0.4,2.5,"69.086,09",44.881,760.682
09-26-2024,4.786,23.8,33.3,27.8,82,0,6.6,"69.086,09",44.881,760.682
09-27-2024,4.786,24.3,33.1,27.5,84,1,6.4,"69.086,09",44.881,760.682
09-28-2024,4.786,24.6,35,28.7,80,0,7.7,"69.086,09",44.881,760.682
09-29-2024,4.786,24.7,35,29,78,0,8,"69.086,09",44.881,760.682
09-30-2024,4.786,24.2,35.4,28.9,77,0,7.6,"69.086,09",44.881,760.682
10-01-2024,4.786,25.6,33.4,28.5,82,0,8,"69.086,09",44.881,760.682
10-02-2024,4.786,25.3,33,28,84,0,6.6,"69.086,09",44.881,760.682
10-03-2024,4.786,25,33.1,27.9,84,1.4,8,"69.086,09",44.881,760.682
10-04-2024,4.786,24,34.2,28,78,0,4.4,"69.086,09",44.881,760.682
10-05-2024,4.786,24.4,33.3,28.1,79,0,8,"69.086,09",44.881,760.682
10-06-2024,4.786,24.2,35,28.4,77,0,7.2,"69.086,09",44.881,760.682
10-07-2024,4.786,24.8,34.3,28.5,78,0,8,"69.086,09",44.881,760.682
10-08-2024,4.786,25.3,34.1,28.9,74,0,8,"69.086,09",44.881,760.682
10-09-2024,4.786,25.7,33.8,28.7,76,0,8,"69.086,09",44.881,760.682
10-10-2024,4.786,25.4,34,28.7,78,0,8,"69.086,09",44.881,760.682
10-11-2024,4.786,24.3,34.8,28.7,76,0,8,"69.086,09",44.881,760.682
10-12-2024,4.786,24.2,36.3,28.9,76,0,8,"69.086,09",44.881,760.682
10-13-2024,4.786,24.6,35,29,79,0,8,"69.086,09",44.881,760.682
10-14-2024,4.786,25.3,34,28.9,77,0,7.8,"69.086,09",44.881,760.682
10-15-2024,4.786,24.3,32.9,28.1,74,0,7.7,"69.086,09",44.881,760.682
10-16-2024,4.786,22,32.8,26.9,74,0,4.2,"69.086,09",44.881,760.682
10-17-2024,4.786,21.7,32.4,26.9,73,0,8,"69.086,09",44.881,760.682
10-18-2024,4.786,22.4,33,27.5,74,0,8,"69.086,09",44.881,760.682
10-19-2024,4.786,24.5,33,27.7,81,8888,8,"69.086,09",44.881,760.682
10-20-2024,4.786,24.9,29,25.3,90,1.5,4.2,"69.086,09",44.881,760.682
10-21-2024,4.786,22.8,32.9,27.4,77,13,0,"69.086,09",44.881,760.682
10-22-2024,4.786,24.4,31.8,28.1,77,0,8,"69.086,09",44.881,760.682
10-23-2024,4.786,24.6,32.8,27.7,81,0,4.8,"69.086,09",44.881,760.682
10-24-2024,4.786,23.7,32.4,27.8,77,0,8,"69.086,09",44.881,760.682
10-25-2024,4.786,24.3,32.3,27.8,80,0,8,"69.086,09",44.881,760.682
10-26-2024,4.786,23.8,32,27.3,84,1,8,"69.086,09",44.881,760.682
10-27-2024,4.786,24.6,32.4,27.9,80,0,8,"69.086,09",44.881,760.682
10-28-2024,4.786,26,33,28.6,77,0,8,"69.086,09",44.881,760.682
10-29-2024,4.786,25.2,32.8,28.5,77,0,7,"69.086,09",44.881,760.682
10-30-2024,4.786,25.2,33.2,28.5,80,0,8,"69.086,09",44.881,760.682
10-31-2024,4.786,24.5,33,27.9,85,0.4,6.2,"69.086,09",44.881,760.682
11-01-2024,4.786,25.4,31,26,93,0.6,6.3,"69.086,09",44.881,760.682
11-02-2024,4.786,23.3,34.2,27.7,83,7.2,2.6,"69.086,09",44.881,760.682
11-03-2024,4.786,23.8,32,25.9,90,10.5,6.3,"69.086,09",44.881,760.682
11-04-2024,4.786,23.9,33.6,26.9,85,0.2,1.5,"69.086,09",44.881,760.682
11-05-2024,4.786,23.2,33.2,28.1,83,27.9,4.1,"69.086,09",44.881,760.682
11-06-2024,4.786,23.4,35.2,28.5,77,2.5,5.6,"69.086,09",44.881,760.682
11-07-2024,4.786,24.1,33.6,27.9,82,0,8,"69.086,09",44.881,760.682
11-08-2024,4.786,23.6,31.8,27.4,86,43.1,6.2,"69.086,09",44.881,760.682
11-09-2024,4.786,25.2,32.8,27.8,85,0,4.3,"69.086,09",44.881,760.682
11-10-2024,4.786,23.6,31.5,26.9,90,74.1,6.2,"69.086,09",44.881,760.682
11-11-2024,4.786,24.2,32.2,25.5,93,0.8,2.7,"69.086,09",44.881,760.682
11-12-2024,4.857,23.4,33.4,27.5,86,87.3,2.9,"69.086,09",44.881,760.682
11-13-2024,4.857,24.3,35,29.2,80,0,5.3,"69.086,09",44.881,760.682
11-14-2024,4.857,24.9,33.6,28.2,84,0,6.5,"69.086,09",44.881,760.682
11-15-2024,4.857,25.2,33.3,28.2,85,1.8,6.5,"69.086,09",44.881,760.682
11-16-2024,4.857,25.8,32.6,27.1,89,2.6,5,"69.086,09",44.881,760.682
11-17-2024,4.857,23.6,33.6,26.1,91,73.5,2.5,"69.086,09",44.881,760.682
11-18-2024,4.857,24,32.6,26.9,91,47.3,6,"69.086,09",44.881,760.682
11-19-2024,4.857,24.1,32.4,27,89,19.4,4.4,"69.086,09",44.881,760.682
11-20-2024,4.857,23.8,33.1,27.3,89,37.8,5.9,"69.086,09",44.881,760.682
11-21-2024,4.857,24.5,33.2,27,92,16.6,5.6,"69.086,09",44.881,760.682
11-22-2024,4.857,24.6,32.6,26.8,91,23.1,3.5,"69.086,09",44.881,760.682
11-23-2024,4.857,23.8,32.2,27.3,88,72.6,6,"69.086,09",44.881,760.682
11-24-2024,4.857,24.6,31.4,26.8,89,0,7.8,"69.086,09",44.881,760.682
11-25-2024,4.857,23.9,32.4,26.6,90,39.2,2.4,"69.086,09",44.881,760.682
11-26-2024,4.857,24.5,31.8,28.1,83,13.4,6,"69.086,09",44.881,760.682
11-27-2024,4.857,24.2,31.4,27.4,86,0,6.1,"69.086,09",44.881,760.682
11-28-2024,4.857,24.2,29.2,25.2,95,14,4.1,"69.086,09",44.881,760.682
11-29-2024,4.857,23.6,32.2,27.1,86,120.4,0.5,"69.086,09",44.881,760.682
11-30-2024,4.857,24.5,31.2,26.5,90,3,2.7,"69.086,09",44.881,760.682
12-01-2024,4.857,24.2,29.6,25.6,95,13.4,1,"69.086,09",44.881,760.682
12-02-2024,4.857,24.6,31,26.7,89,10.1,0,"69.086,09",44.881,760.682
12-03-2024,4.857,24.6,31.4,26.8,88,0.8,1.6,"69.086,09",44.881,760.682
12-04-2024,4.857,24.4,31.5,26.7,90,1,5.6,"69.086,09",44.881,760.682
12-05-2024,4.857,23.8,32.4,26.8,89,1.6,0.7,"69.086,09",44.881,760.682
12-06-2024,4.857,23.8,31.4,25.9,91,14.1,4.6,"69.086,09",44.881,760.682
12-07-2024,4.857,23.8,32.8,26.7,88,11.6,2.6,"69.086,09",44.881,760.682
12-08-2024,4.857,24,31.8,27.3,89,35.3,2.3,"69.086,09",44.881,760.682
12-09-2024,4.857,23,31.5,26.2,90,40.5,3.8,"69.086,09",44.881,760.682
12-10-2024,4.857,23.7,30,25.8,95,9,0.8,"69.086,09",44.881,760.682
12-11-2024,4.857,23.7,31.8,27,88,33.8,0.5,"69.086,09",44.881,760.682
12-12-2024,4.857,24.3,33.2,26.1,93,8888,6,"69.086,09",44.881,760.682
12-13-2024,4.857,24.4,33.8,28.4,82,18.8,0,"69.086,09",44.881,760.682
12-14-2024,4.857,24.4,27,25,96,30.5,6.1,"69.086,09",44.881,760.682
